"","LOC","GEN","LAT","LON","Year","Type"
"167","HorseshoeMouth2","HorseshoeBend",38.084383,-121.73895,"2008","Vemco"
"168","HorseshoeMouth2","HorseshoeBend",38.084383,-121.73895,"2007","Vemco"
"169","LittleConnection","SJ_LittleConnection",38.05786,-121.5013,"2008","Vemco"
"170","Martinez_Marina","Martinez_Marina",38.02779,-122.13839,"2009","Vemco"
"171","Martinez_Marina","Martinez_Marina",38.02779,-122.13839,"2010","Vemco"
"172","Martinez_Marina","Martinez_Marina",38.02779,-122.13839,"2011","Vemco"
"173","Martinez_Marina","Martinez_Marina",38.02779,-122.13839,"2008","Vemco"
"174","MiddleRv","MiddleRv",37.9425,-121.5336833,"2008","Vemco"
"175","MiddleRv_Medford","MiddleRv_Medford",38.02748,-121.52226,"2008","Vemco"
"176","MiddleRv_Medford","MiddleRv_Medford",38.02748,-121.52226,"2010","Vemco"
"177","MinerSlough_N","MinerSlough_N",38.29174,-121.63097,"2011","Vemco"
"178","MinerSlough_N","MinerSlough_N",38.29174,-121.63097,"2009","Vemco"
"179","MinerSlough_N","MinerSlough_N",38.29174,-121.63097,"2008","Vemco"
"180","MinerSlough_N","MinerSlough_N",38.29174,-121.63097,"2010","Vemco"
"181","MinerSlough_N","MinerSlough_N",38.29174,-121.63097,"2007","Vemco"
"182","MinerSlough_S","MinerSlough_S",38.25253,-121.65601,"2008","Vemco"
"183","MinerSlough_S","MinerSlough_S",38.25253,-121.65601,"2007","Vemco"
"184","MinerSlough_S","MinerSlough_S",38.25253,-121.65601,"2009","Vemco"
"185","MinerSlough_S","MinerSlough_S",38.25253,-121.65601,"2010","Vemco"
"186","Mok_GeorgianaS","Mok_GeorgianaS",38.12671667,-121.5777833,"2009","Vemco"
"187","Mok_GeorgianaS","Mok_GeorgianaS",38.12671667,-121.5777833,"2011","Vemco"
"188","Mok_GeorgianaS","Mok_GeorgianaS",38.12671667,-121.5777833,"2010","Vemco"
"189","Mok_GeorgianaS","Mok_GeorgianaS",38.12671667,-121.5777833,"2007","Vemco"
"190","Mok_GeorgianaS","Mok_GeorgianaS",38.12671667,-121.5777833,"2008","Vemco"
"191","Mok_Tower_Pk","Mok_Tower_Pk",38.10982417,-121.5004814,"2008","Vemco"
"192","Mok_Will_Berm_Mar","Mok_Will_Berm_Mar",38.10607278,-121.5687919,"2008","Vemco"
"193","Mok_Will_Berm_Mar","Mok_Will_Berm_Mar",38.10607278,-121.5687919,"2009","Vemco"
"194","Mok_Will_Berm_Mar","Mok_Will_Berm_Mar",38.10607278,-121.5687919,"2011","Vemco"
"195","Mok_Will_Berm_Mar","Mok_Will_Berm_Mar",38.10607278,-121.5687919,"2010","Vemco"
"1961","Mok_Will_Berm_Mar","Mok_Will_Berm_Mar",38.10607278,-121.5687919,"2007","Vemco"
"197","MontezumaWest","MontezumaWest",38.17069,-122.03905,"2010","Vemco"
"198","MontezumaWest","MontezumaWest",38.17069,-122.03905,"2009","Vemco"
"199","OldRv","OldRv",37.96791667,-121.5744333,"2009","Vemco"
"200","PortStock01","SJ_VulcanIs",37.98976,-121.39962,"2008","Vemco"
"201","PortStock01","SJ_VulcanIs",37.98976,-121.39962,"2007","Vemco"
"202","PortStock02","SJ_VeniceCut",38.0539,-121.52605,"2008","Vemco"
"203","PortStock03","San Joaquin Delta",38.10327,-121.59132,"2007","Vemco"
"204","PotatoSlough","PotatoSlough",38.0864,-121.56249,"2009","Vemco"
"205","PotatoSlough","PotatoSlough",38.0864,-121.56249,"2010","Vemco"
"206","PotatoSlough","PotatoSlough",38.0864,-121.56249,"2011","Vemco"
"207","PotatoSlough","PotatoSlough",38.0864,-121.56249,"2008","Vemco"
"208","Quimby_E","Quimby",38.03381,-121.5716,"2008","Vemco"
"209","RioVistaBr01","SR_RioVista",38.15673333,-121.67955,"2008","Vemco"
"210","RioVistaBr01","SR_RioVista",38.15673333,-121.67955,"2010","Vemco"
"211","RioVistaBr01","SR_RioVista",38.15673333,-121.67955,"2007","Vemco"
"212","RioVistaBr01","SR_RioVista",38.15673333,-121.67955,"2011","Vemco"
"213","RioVistaBr01","SR_RioVista",38.15673333,-121.67955,"2009","Vemco"
"214","RioVistaBr02","SR_RioVista",38.15869,-121.68384,"2011","Vemco"
"215","RioVistaBr02","SR_RioVista",38.15869,-121.68384,"2008","Vemco"
"216","RioVistaBr02","SR_RioVista",38.15869,-121.68384,"2009","Vemco"
"217","RioVistaBr02","SR_RioVista",38.15869,-121.68384,"2010","Vemco"
"218","RioVistaBr02","SR_RioVista",38.15869,-121.68384,"2007","Vemco"
"219","RioVistaBr03","SR_RioVista",38.15906,-121.68491,"2010","Vemco"
"220","RioVistaBr03","SR_RioVista",38.15906,-121.68491,"2011","Vemco"
"221","RioVistaBr03","SR_RioVista",38.15906,-121.68491,"2008","Vemco"
"222","RioVistaBr03","SR_RioVista",38.15906,-121.68491,"2007","Vemco"
"223","RioVistaBr03","SR_RioVista",38.15906,-121.68491,"2009","Vemco"
"224","SandMound","SandMound",38.01443,-121.61097,"2009","Vemco"
"225","SanJoaqE","SJ_PrisonersPt",38.05853333,-121.5568167,"2010","Vemco"
"226","SanJoaqE","SJ_PrisonersPt",38.05853333,-121.5568167,"2008","Vemco"
"227","SanJoaqE","SJ_PrisonersPt",38.05853333,-121.5568167,"2009","Vemco"
"2281","SanJoaqE","SJ_PrisonersPt",38.05853333,-121.5568167,"2007","Vemco"
"229","SanJoaqE","SJ_PrisonersPt",38.05853333,-121.5568167,"2011","Vemco"
"230","SJ_BlwFalse2","SJ_Blw_False",38.05212,-121.69429,"2008","Vemco"
"231","SJ_BlwFalse2","SJ_Blw_False",38.05212,-121.69429,"2007","Vemco"
"232","SJ_BlwFalse3","SJ_Blw_False",38.04989,-121.69391,"2007","Vemco"
"233","SJ_BlwFalse3","SJ_Blw_False",38.04989,-121.69391,"2008","Vemco"
"234","SJ_JerseyPoint","SJ_Blw_False",38.049912,-121.69091,"2010","Vemco"
"235","SJ_JerseyPoint","SJ_Blw_False",38.049912,-121.69091,"2011","Vemco"
"236","SJ_JerseyPoint","SJ_Blw_False",38.049912,-121.69091,"2009","Vemco"
"237","SJ_MedfordChannel","SJ_MedfordChannel",38.05398,-121.5112,"2008","Vemco"
"238","SJ_MedfordChannel","SJ_MedfordChannel",38.05398,-121.5112,"2010","Vemco"
"239","SR_AbvAmericanE","SR_AbvAmerican",38.60308801,-121.5154627,"2010","Vemco"
"240","SR_AbvAmericanW","SR_AbvAmerican",38.6021199,-121.5159509,"2010","Vemco"
"241","SR_AbvAmericanW","SR_AbvAmerican",38.6021199,-121.5159509,"2011","Vemco"
"242","SR_AbvAntelopeCk","SR_AbvAntelopeCk",40.08571,-122.1223,"2009","Vemco"
"243","SR_AbvAntelopeCk","SR_AbvAntelopeCk",40.08571,-122.1223,"2010","Vemco"
"244","SR_AbvAntelopeCk","SR_AbvAntelopeCk",40.08571,-122.1223,"2008","Vemco"
"245","SR_AbvChicoCk","SR_AbvChicoCk",39.73273,-121.95631,"2007","Vemco"
"246","SR_AbvColusaBr","SR_AbvColusaBr",39.21616667,-122.0070667,"2007","Vemco"
"247","SR_AbvColusaBr","SR_AbvColusaBr",39.21616667,-122.0070667,"2008","Vemco"
"248","SR_AbvColusaBr","SR_AbvColusaBr",39.21616667,-122.0070667,"2009","Vemco"
"249","SR_AbvColusaBr","SR_AbvColusaBr",39.21616667,-122.0070667,"2010","Vemco"
"250","SR_AbvColusaBr2","SR_AbvColusaBr",39.2164,-122.00872,"2007","Vemco"
"251","SR_AbvColusaBr2","SR_AbvColusaBr",39.2164,-122.00872,"2008","Vemco"
"252","SR_AbvColusaBr2","SR_AbvColusaBr",39.2164,-122.00872,"2009","Vemco"
"253","SR_AbvColusaBr2","SR_AbvColusaBr",39.2164,-122.00872,"2010","Vemco"
"254","SR_AbvDeerCk1","SR_AbvDeerCk",39.96222,-122.09214,"2007","Vemco"
"255","SR_AbvFeather1","SR_AbvFeather1",38.76895,-121.63317,"2010","Vemco"
"256","SR_AbvFeather1","SR_AbvFeather1",38.76895,-121.63317,"2009","Vemco"
"257","SR_AbvFeather1","SR_AbvFeather1",38.76895,-121.63317,"2007","Vemco"
"258","SR_AbvFeather1","SR_AbvFeather1",38.76895,-121.63317,"2008","Vemco"
"259","SR_AbvFeather1","SR_AbvFeather1",38.76895,-121.63317,"2011","Vemco"
"260","SR_AbvFeather2","SR_AbvFeather1",38.77024,-121.63306,"2010","Vemco"
"261","SR_AbvFeather2","SR_AbvFeather1",38.77024,-121.63306,"2009","Vemco"
"262","SR_AbvFeather2","SR_AbvFeather1",38.77024,-121.63306,"2007","Vemco"
"263","SR_AbvFeather2","SR_AbvFeather1",38.77024,-121.63306,"2008","Vemco"
"264","SR_AbvFeather2","SR_AbvFeather1",38.77024,-121.63306,"2011","Vemco"
"265","SR_AbvGCID","SR_AbvGCID",39.80613,-122.05833,"2008","Vemco"
"266","SR_AbvGCID","SR_AbvGCID",39.80613,-122.05833,"2009","Vemco"
"267","SR_AbvGCID","SR_AbvGCID",39.80613,-122.05833,"2010","Vemco"
"268","SR_AbvOrdBr1","SR_AbvOrd",39.63176,-121.99278,"2008","Vemco"
"269","SR_AbvOrdBr1","SR_AbvOrd",39.63176,-121.99278,"2007","Vemco"
"2701","SR_AbvOrdBr2","SR_AbvOrd",39.63051,-121.99306,"2007","Vemco"
"271","SR_AbvOrdBr2","SR_AbvOrd",39.63051,-121.99306,"2008","Vemco"
"272","SR_AbvOrdBr2","SR_AbvOrd",39.63051,-121.99306,"2009","Vemco"
"273","SR_AbvOrdBr2","SR_AbvOrd",39.63051,-121.99306,"2010","Vemco"
"274","SR_AbvRBDD_E","SR_Abv_RBDD",40.15838,-122.2123,"2010","Vemco"
"275","SR_AbvRBDD_E","SR_Abv_RBDD",40.15838,-122.2123,"2007","Vemco"
"276","SR_AbvRBDD_E","SR_Abv_RBDD",40.15838,-122.2123,"2009","Vemco"
"277","SR_AbvRBDD_E","SR_Abv_RBDD",40.15838,-122.2123,"2008","Vemco"
"278","SR_AbvRBDDUpr_E","SR_RedBluff",40.19932,-122.22157,"2009","Vemco"
"279","SR_AbvRBDDUpr_E","SR_RedBluff",40.19932,-122.22157,"2007","Vemco"
"280","SR_AbvRBDDUpr_E","SR_RedBluff",40.19932,-122.22157,"2008","Vemco"
"281","SR_AbvRBDDUpr_E","SR_RedBluff",40.19932,-122.22157,"2010","Vemco"
"282","SR_AbvRBDDUpr_W","SR_RedBluff",40.20076,-122.22135,"2010","Vemco"
"283","SR_AbvRBDDUpr_W","SR_RedBluff",40.20076,-122.22135,"2007","Vemco"
"284","SR_AbvRBDDUpr_W","SR_RedBluff",40.20076,-122.22135,"2009","Vemco"
"2851","SR_AbvRBDDUpr_W","SR_RedBluff",40.20076,-122.22135,"2008","Vemco"
"286","SR_AbvSutterSteam","SR_AbvSutterSteam",38.25777,-121.60048,"2010","Vemco"
"287","SR_AbvSutterSteam","SR_AbvSutterSteam",38.25777,-121.60048,"2011","Vemco"
"288","SR_AbvThomes","SR_AbvThomes",40.0035,-122.1059167,"2007","Vemco"
"289","SR_AbvThomes","SR_AbvThomes",40.0035,-122.1059167,"2008","Vemco"
"290","SR_AbvThomes2","SR_AbvThomes",40.0046,-122.10593,"2010","Vemco"
"291","SR_AbvThomes2","SR_AbvThomes",40.0046,-122.10593,"2008","Vemco"
"292","SR_AbvThomes2","SR_AbvThomes",40.0046,-122.10593,"2007","Vemco"
"293","SR_AbvThomes2","SR_AbvThomes",40.0046,-122.10593,"2009","Vemco"
"294","SR_AbvTisdale_2","SR_AbvTisdale",39.0349,-121.82935,"2008","Vemco"
"295","SR_AbvTisdale_2","SR_AbvTisdale",39.0349,-121.82935,"2009","Vemco"
"296","SR_AbvTisdale_2","SR_AbvTisdale",39.0349,-121.82935,"2010","Vemco"
"297","SR_AbvTisdale_E","SR_AbvTisdale",39.03581,-121.82935,"2007","Vemco"
"2981","SR_AbvTisdale_E","SR_AbvTisdale",39.03581,-121.82935,"2008","Vemco"
"299","SR_AbvTisdale_E","SR_AbvTisdale",39.03581,-121.82935,"2011","Vemco"
"300","SR_AbvTisdale_E","SR_AbvTisdale",39.03581,-121.82935,"2009","Vemco"
"301","SR_AbvTisdale_E","SR_AbvTisdale",39.03581,-121.82935,"2010","Vemco"
"302","SR_AbvToomes","SR_AbvToomes",39.95873,-122.08691,"2009","Vemco"
"303","SR_AbvToomes","SR_AbvToomes",39.95873,-122.08691,"2010","Vemco"
"304","SR_AbvToomes","SR_AbvToomes",39.95873,-122.08691,"2008","Vemco"
"305","SR_BendBrE","SR_BendBridge",40.26765,-122.2144833,"2008","Vemco"
"306","SR_BendBrE","SR_BendBridge",40.26765,-122.2144833,"2010","Vemco"
"307","SR_BendBrE","SR_BendBridge",40.26765,-122.2144833,"2007","Vemco"
"308","SR_BendBrE","SR_BendBridge",40.26765,-122.2144833,"2009","Vemco"
"309","SR_BendBrW","SR_BendBridge",40.26821,-122.21555,"2009","Vemco"
"310","SR_BendBrW","SR_BendBridge",40.26821,-122.21555,"2007","Vemco"
"311","SR_BendBrW","SR_BendBridge",40.26821,-122.21555,"2010","Vemco"
"312","SR_BendBrW","SR_BendBridge",40.26821,-122.21555,"2008","Vemco"
"313","SR_BlwAntelopeCk","SR_BlwAntelopeCk",40.07591,-122.12418,"2008","Vemco"
"314","SR_BlwAntelopeCk","SR_BlwAntelopeCk",40.07591,-122.12418,"2009","Vemco"
"315","SR_BlwAntelopeCk","SR_BlwAntelopeCk",40.07591,-122.12418,"2010","Vemco"
"316","SR_BlwButte1","SR_BlwButte",39.34893,-122.01784,"2008","Vemco"
"317","SR_BlwButte1","SR_BlwButte",39.34893,-122.01784,"2010","Vemco"
"318","SR_BlwButte1","SR_BlwButte",39.34893,-122.01784,"2009","Vemco"
"319","SR_BlwButte1","SR_BlwButte",39.34893,-122.01784,"2007","Vemco"
"320","SR_BlwButte2","SR_BlwButte",39.34917,-122.01801,"2007","Vemco"
"321","SR_BlwButte2","SR_BlwButte",39.34917,-122.01801,"2008","Vemco"
"322","SR_BlwButte2","SR_BlwButte",39.34917,-122.01801,"2009","Vemco"
"323","SR_BlwButte2","SR_BlwButte",39.34917,-122.01801,"2010","Vemco"
"324","SR_BlwChinaBend_E","SR_BlwChinaBend",38.88333,-121.8167,"2009","Vemco"
"325","SR_BlwChinaBend_E","SR_BlwChinaBend",38.88333,-121.8167,"2008","Vemco"
"326","SR_BlwChinaBend_E","SR_BlwChinaBend",38.88333,-121.8167,"2007","Vemco"
"327","SR_BlwChinaBend_E","SR_BlwChinaBend",38.88333,-121.8167,"2011","Vemco"
"328","SR_BlwChinaBend_E","SR_BlwChinaBend",38.88333,-121.8167,"2010","Vemco"
"329","SR_BlwChinaBend_W","SR_BlwChinaBend",38.88435,-121.8167,"2010","Vemco"
"330","SR_BlwChinaBend_W","SR_BlwChinaBend",38.88435,-121.8167,"2008","Vemco"
"331","SR_BlwChinaBend_W","SR_BlwChinaBend",38.88435,-121.8167,"2007","Vemco"
"332","SR_BlwChinaBend_W","SR_BlwChinaBend",38.88435,-121.8167,"2009","Vemco"
"333","SR_BlwChinaBend_W","SR_BlwChinaBend",38.88435,-121.8167,"2011","Vemco"
"334","SR_BlwDeerCk","SR_BlwDeerCk",39.95646667,-122.0787167,"2007","Vemco"
"335","SR_BlwDryCk","SR_BlwDryCk",39.98035,-122.0944667,"2007","Vemco"
"336","SR_BlwGCID","SR_BlwGCID",39.79129,-122.03784,"2007","Vemco"
"337","SR_BlwGCID","SR_BlwGCID",39.79129,-122.03784,"2010","Vemco"
"338","SR_BlwGCID","SR_BlwGCID",39.79129,-122.03784,"2008","Vemco"
"339","SR_BlwGCID","SR_BlwGCID",39.79129,-122.03784,"2009","Vemco"
"340","SR_BlwGCID2","SR_BlwGCID",39.79094,-122.0368,"2007","Vemco"
"341","SR_BlwGCID2","SR_BlwGCID",39.79094,-122.0368,"2009","Vemco"
"342","SR_BlwGCID2","SR_BlwGCID",39.79094,-122.0368,"2008","Vemco"
"343","SR_BlwGCID2","SR_BlwGCID",39.79094,-122.0368,"2010","Vemco"
"344","SR_BlwGCID2","SR_BlwGCID",39.79094,-122.0368,"2011","Vemco"
"345","SR_BlwGeorgiana","SR_BlwGeorgiana",38.23961,-121.52519,"2008","Vemco"
"346","SR_BlwGeorgiana","SR_BlwGeorgiana",38.23961,-121.52519,"2010","Vemco"
"347","SR_BlwGeorgiana","SR_BlwGeorgiana",38.23961,-121.52519,"2009","Vemco"
"348","SR_BlwGeorgiana","SR_BlwGeorgiana",38.23961,-121.52519,"2011","Vemco"
"349","SR_BlwIrvineFinch","SR_BlwIrvineFinch",39.73136667,-121.9729333,"2008","Vemco"
"350","SR_BlwIrvineFinch","SR_BlwIrvineFinch",39.73136667,-121.9729333,"2010","Vemco"
"351","SR_BlwIrvineFinch","SR_BlwIrvineFinch",39.73136667,-121.9729333,"2009","Vemco"
"352","SR_BlwIrvineFinch","SR_BlwIrvineFinch",39.73136667,-121.9729333,"2007","Vemco"
"353","SR_BlwIrvineFinch2","SR_BlwIrvineFinch",39.73149,-121.97423,"2008","Vemco"
"354","SR_BlwIrvineFinch2","SR_BlwIrvineFinch",39.73149,-121.97423,"2009","Vemco"
"355","SR_BlwIrvineFinch2","SR_BlwIrvineFinch",39.73149,-121.97423,"2010","Vemco"
"356","SR_BlwIrvineFinch2","SR_BlwIrvineFinch",39.73149,-121.97423,"2007","Vemco"
"357","SR_BlwMillCk","SR_BlwMillCk",40.04086667,-122.1147,"2007","Vemco"
"358","SR_BlwOrd1","SR_Blw_Ord",39.56528,-122.00141,"2009","Vemco"
"359","SR_BlwOrd1","SR_Blw_Ord",39.56528,-122.00141,"2007","Vemco"
"360","SR_BlwOrd1","SR_Blw_Ord",39.56528,-122.00141,"2008","Vemco"
"361","SR_BlwOrd2","SR_Blw_Ord",39.56482,-122.00021,"2009","Vemco"
"362","SR_BlwOrd2","SR_Blw_Ord",39.56482,-122.00021,"2008","Vemco"
"363","SR_BlwOrd2","SR_Blw_Ord",39.56482,-122.00021,"2010","Vemco"
"364","SR_BlwOrd2","SR_Blw_Ord",39.56482,-122.00021,"2007","Vemco"
"365","SR_BlwRBDD_E","SR_Blw_RBDD",40.15365,-122.1930333,"2010","Vemco"
"366","SR_BlwRBDD_W","SR_Blw_RBDD",40.15263333,-122.1942333,"2008","Vemco"
"367","SR_BlwRBDD_W","SR_Blw_RBDD",40.15263333,-122.1942333,"2010","Vemco"
"368","SR_BlwRBDD_W","SR_Blw_RBDD",40.15263333,-122.1942333,"2007","Vemco"
"369","SR_BlwRBDD_W","SR_Blw_RBDD",40.15263333,-122.1942333,"2009","Vemco"
"370","SR_BlwRBDDLwr_E","SR_NewCk",40.14627,-122.1528,"2007","Vemco"
"371","SR_BlwRBDDLwr_E","SR_NewCk",40.14627,-122.1528,"2008","Vemco"
"372","SR_BlwRBDDLwr_E","SR_NewCk",40.14627,-122.1528,"2010","Vemco"
"373","SR_BlwRBDDLwr_E","SR_NewCk",40.14627,-122.1528,"2009","Vemco"
"374","SR_BlwRBDDLwr_W","SR_NewCk",40.146,-122.15194,"2010","Vemco"
"375","SR_BlwRBDDLwr_W","SR_NewCk",40.146,-122.15194,"2008","Vemco"
"376","SR_BlwRBDDLwr_W","SR_NewCk",40.146,-122.15194,"2007","Vemco"
"377","SR_BlwRBDDLwr_W","SR_NewCk",40.146,-122.15194,"2009","Vemco"
"378","SR_BlwSteam","SR_BlwSteam",38.29981667,-121.5697833,"2011","Vemco"
"379","SR_BlwSteam","SR_BlwSteam",38.29981667,-121.5697833,"2008","Vemco"
"380","SR_BlwSteam","SR_BlwSteam",38.29981667,-121.5697833,"2010","Vemco"
"381","SR_BlwSteam","SR_BlwSteam",38.29981667,-121.5697833,"2009","Vemco"
"382","SR_BoulderHole","SR_BoulderHole",40.30092,-122.15702,"2010","Vemco"
"383","SR_BoulderHole","SR_BoulderHole",40.30092,-122.15702,"2009","Vemco"
"384","SR_ButteBr","SR_ButteCityBr",39.45716667,-121.9953167,"2007","Vemco"
"385","SR_ButteBr","SR_ButteCityBr",39.45716667,-121.9953167,"2009","Vemco"
"386","SR_ButteBr","SR_ButteCityBr",39.45716667,-121.9953167,"2008","Vemco"
"387","SR_ButteBr","SR_ButteCityBr",39.45716667,-121.9953167,"2010","Vemco"
"388","SR_ButteBr_E","SR_ButteCityBr",39.45685,-121.99487,"2008","Vemco"
"389","SR_ButteBr_E","SR_ButteCityBr",39.45685,-121.99487,"2007","Vemco"
"390","SR_ButteBr_E","SR_ButteCityBr",39.45685,-121.99487,"2010","Vemco"
"391","SR_ButteBr_E","SR_ButteCityBr",39.45685,-121.99487,"2009","Vemco"
"392","SR_ChinaE","SR_ChinaRapids",40.24489,-122.17663,"2010","Vemco"
"393","SR_ChinaE","SR_ChinaRapids",40.24489,-122.17663,"2007","Vemco"
"394","SR_ChinaE","SR_ChinaRapids",40.24489,-122.17663,"2008","Vemco"
"395","SR_ChinaE","SR_ChinaRapids",40.24489,-122.17663,"2009","Vemco"
"396","SR_ChinaW","SR_ChinaRapids",40.2444,-122.1778,"2010","Vemco"
"397","SR_ChinaW","SR_ChinaRapids",40.2444,-122.1778,"2007","Vemco"
"398","SR_ChinaW","SR_ChinaRapids",40.2444,-122.1778,"2008","Vemco"
"399","SR_ChinaW","SR_ChinaRapids",40.2444,-122.1778,"2009","Vemco"
"400","SR_DCCNorth","SR_DCCNorth",38.25708333,-121.517,"2008","Vemco"
"401","SR_DCCNorth","SR_DCCNorth",38.25708333,-121.517,"2007","Vemco"
"402","SR_DCCSouth","SR_DCCSouth",38.24175,-121.5148,"2009","Vemco"
"403","SR_DCCSouth","SR_DCCSouth",38.24175,-121.5148,"2008","Vemco"
"404","SR_DCCSouth","SR_DCCSouth",38.24175,-121.5148,"2010","Vemco"
"405","SR_DCCSouth","SR_DCCSouth",38.24175,-121.5148,"2011","Vemco"
"406","SR_EH691L","SR_Elkhorn_2",38.658911,-121.606269,"2008","Vemco"
"407","SR_EH699R","SR_Elkhorn_1",38.667765,-121.620185,"2008","Vemco"
"408","SR_EH699R","SR_Elkhorn_1",38.667765,-121.620185,"2009","Vemco"
"409","SR_Freeport","SR_Freeport",38.45556667,-121.5022,"2007","Vemco"
"410","SR_Freeport","SR_Freeport",38.45556667,-121.5022,"2008","Vemco"
"411","SR_Freeport","SR_Freeport",38.45556667,-121.5022,"2009","Vemco"
"412","SR_Freeport","SR_Freeport",38.45556667,-121.5022,"2011","Vemco"
"413","SR_Freeport","SR_Freeport",38.45556667,-121.5022,"2010","Vemco"
"414","SR_GB437R","SR_Below_Freeport_2",38.435568,-121.524085,"2008","Vemco"
"415","SR_GB437R","SR_Below_Freeport_2",38.435568,-121.524085,"2009","Vemco"
"416","SR_GB437R","SR_Below_Freeport_2",38.435568,-121.524085,"2010","Vemco"
"417","SR_GB447R","SR_Below_Freeport_1",38.437199,-121.508582,"2009","Vemco"
"418","SR_GB447R","SR_Below_Freeport_1",38.437199,-121.508582,"2008","Vemco"
"419","SR_GB447R","SR_Below_Freeport_1",38.437199,-121.508582,"2010","Vemco"
"420","SR_GB470L","SR_Above_Freeport_1",38.469167,-121.504526,"2009","Vemco"
"421","SR_GB470L","SR_Above_Freeport_1",38.469167,-121.504526,"2008","Vemco"
"422","SR_GB470L","SR_Above_Freeport_1",38.469167,-121.504526,"2010","Vemco"
"423","SR_GB479R","SR_Above_Freeport_2",38.473577,-121.518379,"2008","Vemco"
"424","SR_GB479R","SR_Above_Freeport_2",38.473577,-121.518379,"2010","Vemco"
"425","SR_GB479R","SR_Above_Freeport_2",38.473577,-121.518379,"2009","Vemco"
"426","SR_GB502L","SR_GarciaBend",38.488712,-121.551882,"2008","Vemco"
"427","SR_GB502L","SR_GarciaBend",38.488712,-121.551882,"2010","Vemco"
"428","SR_GB502L","SR_GarciaBend",38.488712,-121.551882,"2009","Vemco"
"429","SR_GB503R","SR_GarciaBend",38.489157,-121.554379,"2009","Vemco"
"430","SR_GB503R","SR_GarciaBend",38.489157,-121.554379,"2010","Vemco"
"431","SR_GB503R","SR_GarciaBend",38.489157,-121.554379,"2008","Vemco"
"432","SR_I-80/50Br","SR_I-80/50Br",38.5713,-121.5163,"2010","Vemco"
"4331","SR_I-80/50Br","SR_I-80/50Br",38.5713,-121.5163,"2009","Vemco"
"434","SR_I-80/50Br","SR_I-80/50Br",38.5713,-121.5163,"2008","Vemco"
"435","SR_I-80/50Br","SR_I-80/50Br",38.5713,-121.5163,"2007","Vemco"
"436","SR_I-80/50Br","SR_I-80/50Br",38.5713,-121.5163,"2011","Vemco"
"437","SR_I-80/50Br_W","SR_I-80/50Br",38.57069,-121.51579,"2010","Vemco"
"438","SR_I-80/50Br_W","SR_I-80/50Br",38.57069,-121.51579,"2007","Vemco"
"439","SR_I-80/50Br_W","SR_I-80/50Br",38.57069,-121.51579,"2009","Vemco"
"440","SR_I-80/50Br_W","SR_I-80/50Br",38.57069,-121.51579,"2008","Vemco"
"441","SR_IstBridge_E","SR_IstBridge",38.58559694,-121.5064458,"2011","Vemco"
"442","SR_IstBridge_E","SR_IstBridge",38.58559694,-121.5064458,"2010","Vemco"
"443","SR_IstBridge_E-1","SR_IstBridge",38.586,-121.5063,"2011","Vemco"
"444","SR_IstBridge_E-1","SR_IstBridge",38.586,-121.5063,"2010","Vemco"
"445","SR_JellysE","SR_JellysFerry",40.31771667,-122.1899667,"2007","Vemco"
"446","SR_JellysE","SR_JellysFerry",40.31771667,-122.1899667,"2008","Vemco"
"447","SR_JellysW","SR_JellysFerry",40.31707,-122.18977,"2007","Vemco"
"448","SR_JellysW","SR_JellysFerry",40.31707,-122.18977,"2009","Vemco"
"449","SR_JellysW","SR_JellysFerry",40.31707,-122.18977,"2008","Vemco"
"450","SR_KK240L","SR_Ryde",38.23422,-121.558516,"2010","Vemco"
"451","SR_KK240L","SR_Ryde",38.23422,-121.558516,"2008","Vemco"
"452","SR_KK240L","SR_Ryde",38.23422,-121.558516,"2009","Vemco"
"453","SR_KK250L","SR_Above_Ryde",38.240591,-121.544824,"2010","Vemco"
"454","SR_KK250L","SR_Above_Ryde",38.240591,-121.544824,"2008","Vemco"
"455","SR_KK250L","SR_Above_Ryde",38.240591,-121.544824,"2009","Vemco"
"456","SR_KK269L","SR_DCCSouth",38.244265,-121.512557,"2009","Vemco"
"457","SR_KK269L","SR_DCCSouth",38.244265,-121.512557,"2010","Vemco"
"458","SR_KK269L","SR_DCCSouth",38.244265,-121.512557,"2008","Vemco"
"459","SR_KK345R","SR_Above_SutterSlough",38.335696,-121.568286,"2010","Vemco"
"460","SR_KK345R","SR_Above_SutterSlough",38.335696,-121.568286,"2008","Vemco"
"461","SR_KK345R","SR_Above_SutterSlough",38.335696,-121.568286,"2009","Vemco"
"462","SR_KL856R","SR_Below_KnightsLanding",38.765568,-121.690706,"2008","Vemco"
"463","SR_KL856R","SR_Below_KnightsLanding",38.765568,-121.690706,"2009","Vemco"
"464","SR_KL908R","SR_Above_KnightsLanding_1",38.812871,-121.723857,"2008","Vemco"
"465","SR_KL919R","SR_Above_KnightsLanding_2",38.825708,-121.724037,"2009","Vemco"
"4661","SR_KL919R","SR_Above_KnightsLanding_2",38.825708,-121.724037,"2008","Vemco"
"467","SR_KL919R","SR_Above_KnightsLanding_2",38.825708,-121.724037,"2010","Vemco"
"468","SR_KnightsBr","SR_KnightsBr",38.80259,-121.71999,"2007","Vemco"
"469","SR_KnightsBr","SR_KnightsBr",38.80259,-121.71999,"2008","Vemco"
"470","SR_KnightsBr_W","SR_KnightsBr",38.80266,-121.71918,"2009","Vemco"
"471","SR_KnightsBr_W","SR_KnightsBr",38.80266,-121.71918,"2008","Vemco"
